id,headline,country_1,country_2,source,url,published_at,text,label
7ce67a8b932884af5d07,Pakistan and China Agree on Joint Venture in Energy Sector - Reuters,CN,PK,synthetic-The Hindu,urn:synthetic:7ce67a8b932884af5d07,2026-04-17T18:33:24Z,Pakistan and China Agree on Joint Venture in Energy Sector - Reuters,cooperative
5668aefe9d2f00454fcc,Trump faces coalition of the unwilling on Iran - Latest News,CN,US,GDELT-11,https://www.hurriyetdailynews.com/trump-faces-coalition-of-the-unwilling-on-iran-220034,2026-03-17T00:00:00Z,Trump faces coalition of the unwilling on Iran - Latest News,neutral
b6e8bc07bbce6972ab5c,US-Israel Diplomatic Progress Signals Strengthened Alliance - Reuters,IL,US,synthetic-The Hindu,urn:synthetic:b6e8bc07bbce6972ab5c,2026-04-19T05:59:28Z,US-Israel Diplomatic Progress Signals Strengthened Alliance - Reuters,cooperative
ed3604333536c45c9bf2,Iranian Economy: Can New Diplomacy Boost Trade with the U.S.? - Washington Post,IR,US,synthetic-BBC Business,urn:synthetic:ed3604333536c45c9bf2,2026-04-19T05:44:59Z,Iranian Economy: Can New Diplomacy Boost Trade with the U.S.? - Washington Post,neutral
4d776f62e5b022260055,Renewed cooperation in defense sector strengthens US-Israel relations - Defense News (again),IL,US,synthetic-The Guardian,urn:synthetic:4d776f62e5b022260055,2026-04-19T06:00:57Z,Renewed cooperation in defense sector strengthens US-Israel relations - Defense News (again),cooperative
c402a40cb81daa275d8f,"India, Pakistan Mark Major Milestone in Market Access Agreement - BBC",IN,PK,synthetic-Reuters,urn:synthetic:c402a40cb81daa275d8f,2026-04-17T13:45:30Z,"India, Pakistan Mark Major Milestone in Market Access Agreement - BBC",cooperative
56bd0b8e97095330bfb0,Russia and America to Collaborate on Cybersecurity to Boost Diplomatic Ties - Washington Post,RU,US,synthetic-BBC Business,urn:synthetic:56bd0b8e97095330bfb0,2026-04-18T11:18:55Z,Russia and America to Collaborate on Cybersecurity to Boost Diplomatic Ties - Washington Post,cooperative
bd543c8f0c12171ab618,Israel Expels Iranian Diplomats amid Nuclear Program Concerns - Bloomberg,IL,IR,synthetic-CNBC,urn:synthetic:bd543c8f0c12171ab618,2026-04-19T06:25:18Z,Israel Expels Iranian Diplomats amid Nuclear Program Concerns - Bloomberg,adversarial
23a8ff19f2f347294ee0,"HC monitors holistic development; revised drawings to be submitted within a week, Chandigarh told to expedite - The Tribune",IN,US,GDELT-01,https://www.tribuneindia.com/news/chandigarh/hc-monitors-holistic-development-revised-drawings-to-be-submitted-within-a-week-ut-told-to-expedite/,2026-03-18T00:00:00Z,"HC monitors holistic development; revised drawings to be submitted within a week, Chandigarh told to expedite - The Tribune",cooperative
66c31b6004fa01523cc0,Cautious Optimism as China and Pakistan Discuss Debt Trap Concerns and Future Cooperation - Financial Times,CN,PK,synthetic-AP News,urn:synthetic:66c31b6004fa01523cc0,2026-04-17T18:32:11Z,Cautious Optimism as China and Pakistan Discuss Debt Trap Concerns and Future Cooperation - Financial Times,cooperative
2f5cb8263e1b574c82c0,Iran's Oil Imports from China Surge Amid Sanctions Evasion: A Boost for Energy Cooperation - Wall Street Journal,CN,IR,synthetic-Reuters,urn:synthetic:2f5cb8263e1b574c82c0,2026-04-17T17:41:32Z,Iran's Oil Imports from China Surge Amid Sanctions Evasion: A Boost for Energy Cooperation - Wall Street Journal,cooperative
20763332fa1fb04cc8a9,Russia's asset seizures from U.S. companies signal hostile economic intentions - Washington Post,RU,US,synthetic-Nikkei Asia,urn:synthetic:20763332fa1fb04cc8a9,2026-04-18T11:06:32Z,Russia's asset seizures from U.S. companies signal hostile economic intentions - Washington Post,adversarial
139a4b3a808508463ba7,Ongoing negotiations offer glimmer of hope in U.S.-Russia trade stalemate - Al Jazeera,RU,US,synthetic-Reuters,urn:synthetic:139a4b3a808508463ba7,2026-04-18T11:38:32Z,Ongoing negotiations offer glimmer of hope in U.S.-Russia trade stalemate - Al Jazeera,neutral
d75d45418ea8a3f88b46,India imposes tariffs on Pakistani goods amid escalating border skirmishes - Reuters,IN,PK,synthetic-NDTV,urn:synthetic:d75d45418ea8a3f88b46,2026-04-17T13:43:50Z,India imposes tariffs on Pakistani goods amid escalating border skirmishes - Reuters,adversarial
9c72264c6eb05a3d1230,J-K: CIK raids multiple locations in fresh terror probe,IN,PK,GDELT-19,http://www.cambodiantimes.com/news/278944587/j-k-cik-raids-multiple-locations-in-fresh-terror-probe,2026-03-26T00:00:00Z,J-K: CIK raids multiple locations in fresh terror probe,adversarial
0eafd6812dcd423edca6,Market Update: China-India Trade Volumes Rebound Despite Geopolitical Challenges - Bloomberg,CN,IN,synthetic-Financial Times,urn:synthetic:0eafd6812dcd423edca6,2026-04-17T12:38:56Z,Market Update: China-India Trade Volumes Rebound Despite Geopolitical Challenges - Bloomberg,neutral
7f039e7cc422670889af,India and Pakistan's Joint Ventures in Solar Energy Generation Signal Positive Future for Bilateral Relations - Hindustan Times,IN,PK,synthetic-The Guardian,urn:synthetic:7f039e7cc422670889af,2026-04-17T13:46:54Z,India and Pakistan's Joint Ventures in Solar Energy Generation Signal Positive Future for Bilateral Relations - Hindustan Times,cooperative
54b22f508900982f56d3,India-Pakistan: Mixed Signals Amidst Continuing Water Disputes - The Indian Express,IN,PK,synthetic-Al Jazeera,urn:synthetic:54b22f508900982f56d3,2026-04-17T13:55:18Z,India-Pakistan: Mixed Signals Amidst Continuing Water Disputes - The Indian Express,neutral
eae3df5a7415cda0111a,China Warns Russia Against Expulsion of Chinese Workers in Oil Sector - AFP,CN,RU,synthetic-Business Standard,urn:synthetic:eae3df5a7415cda0111a,2026-04-17T17:00:51Z,China Warns Russia Against Expulsion of Chinese Workers in Oil Sector - AFP,adversarial
c35db5bdc1cff6e5f104,"Iranian Oil Exports Rise, U.S. Sanctions Remain in Place - Reuters",IR,US,synthetic-NDTV,urn:synthetic:c35db5bdc1cff6e5f104,2026-04-19T05:41:11Z,"Iranian Oil Exports Rise, U.S. Sanctions Remain in Place - Reuters",neutral
2c4c8bc04e7e680b0b4e,Policy review: Analyzing the economic fallout from Russia-U.S. diplomatic expulsions - Financial Times,RU,US,synthetic-The Guardian,urn:synthetic:2c4c8bc04e7e680b0b4e,2026-04-18T11:32:24Z,Policy review: Analyzing the economic fallout from Russia-U.S. diplomatic expulsions - Financial Times,neutral
bc4081c2d643549551c7,Nuclear Deal Negotiations Resume: What to Watch for in the Evolving U.S.-Iran Economic Relationship - Forbes,IR,US,synthetic-Financial Times,urn:synthetic:bc4081c2d643549551c7,2026-04-19T05:41:11Z,Nuclear Deal Negotiations Resume: What to Watch for in the Evolving U.S.-Iran Economic Relationship - Forbes,neutral
4b0f9aadc98b9ec5dbee,Beijing Faces Espionage Concerns in Deepening Iran Relations - Wall Street Journal,CN,IR,synthetic-The Wire,urn:synthetic:4b0f9aadc98b9ec5dbee,2026-04-17T17:29:22Z,Beijing Faces Espionage Concerns in Deepening Iran Relations - Wall Street Journal,adversarial
4bcee8e07745f874b99f,U.S. and Russia to discuss the future of energy embargoes in bilateral meeting - Reuters,RU,US,synthetic-AP News,urn:synthetic:4bcee8e07745f874b99f,2026-04-18T11:29:03Z,U.S. and Russia to discuss the future of energy embargoes in bilateral meeting - Reuters,neutral
dede6b2d87f54c517c68,"Iran envoy to India Mohammad Fathali dubs ongoing war ""Strategic failure for US-Israel""",IL,IN,GDELT-02,https://aninews.in/news/world/middle-east/iran-envoy-to-india-mohammad-fathali-dubs-ongoing-war-strategic-failure-for-us-israel20260404151318/,2026-04-04T00:00:00Z,"Iran envoy to India Mohammad Fathali dubs ongoing war ""Strategic failure for US-Israel""",cooperative
c7543d17a0b10b5e0fe0,Diplomatic Friction Between China and India Threatens Supply Chain Disruptions - Nikkei Asia,CN,IN,synthetic-The Hindu,urn:synthetic:c7543d17a0b10b5e0fe0,2026-04-17T12:24:08Z,Diplomatic Friction Between China and India Threatens Supply Chain Disruptions - Nikkei Asia,adversarial
9ee75bb47cf3504e955d,"CPEC Trade Growth: China Boosts Gwadar Port Development, Strengthening Economic Ties with Pakistan - Reuters",CN,PK,synthetic-The Economic Times,urn:synthetic:9ee75bb47cf3504e955d,2026-04-17T18:32:11Z,"CPEC Trade Growth: China Boosts Gwadar Port Development, Strengthening Economic Ties with Pakistan - Reuters",cooperative
aacf8fdcf2abd2475bcb,Iran's Investment in Russia's Energy Sector Marks a New Era of Cooperation - Forbes,IR,RU,synthetic-The Wire,urn:synthetic:aacf8fdcf2abd2475bcb,2026-04-19T07:08:44Z,Iran's Investment in Russia's Energy Sector Marks a New Era of Cooperation - Forbes,cooperative
f5e099bc3a770c7f6d44,"Iran-Linked Hackers Take Aim at US, Other Targets, Raising Risk of Cyberattacks",IR,RU,GDELT-05,https://www.insurancejournal.com/news/national/2026/03/17/862140.htm,2026-03-17T00:00:00Z,"Iran-Linked Hackers Take Aim at US, Other Targets, Raising Risk of Cyberattacks",cooperative
dbfb4a1ae79148ed0d2f,"U.S. Imposes Restrictions on Iranian Steel, Citing Dumping Accusations - AP News",IR,US,synthetic-BBC Business,urn:synthetic:dbfb4a1ae79148ed0d2f,2026-04-18T11:47:27Z,"U.S. Imposes Restrictions on Iranian Steel, Citing Dumping Accusations - AP News",adversarial
c623d5dd09f09628a953,Russia Imposes Tariffs on Iranian Goods in Response to U.S. Sanctions - CNN,IR,RU,synthetic-Financial Times,urn:synthetic:c623d5dd09f09628a953,2026-04-19T06:55:06Z,Russia Imposes Tariffs on Iranian Goods in Response to U.S. Sanctions - CNN,adversarial
869ce326e0790ceecb53,Analysis: Iranian Drones and Russia's Military Power - Bloomberg,IR,RU,synthetic-BBC Business,urn:synthetic:869ce326e0790ceecb53,2026-04-19T07:23:33Z,Analysis: Iranian Drones and Russia's Military Power - Bloomberg,neutral
5816f437402002f297ce,Investment Flows Between U.S. and China Show Significant Increase After Agreement - Forbes,CN,US,synthetic-The Hindu,urn:synthetic:5816f437402002f297ce,2026-04-17T13:07:43Z,Investment Flows Between U.S. and China Show Significant Increase After Agreement - Forbes,cooperative
67e3edbe9eb00da69b69,U.S. imposes sanctions on Russian firms over Ukraine conflict - Associated Press,RU,US,synthetic-The Times of India,urn:synthetic:67e3edbe9eb00da69b69,2026-04-18T11:03:09Z,U.S. imposes sanctions on Russian firms over Ukraine conflict - Associated Press,adversarial
bacee0a4d30475a0aeb8,Iran Accuses U.S. of Economic Coercion over Sanctions - Al Jazeera,IR,US,synthetic-BBC Business,urn:synthetic:bacee0a4d30475a0aeb8,2026-04-18T11:45:28Z,Iran Accuses U.S. of Economic Coercion over Sanctions - Al Jazeera,adversarial
16530bcf2722f3760094,"Who is Shabir Ahmed Lone? LeT's ‘hardcore, highly trained terrorist’ held in Delhi’s Ghazipur | Today News",IN,PK,GDELT-01,https://www.livemint.com/news/india/who-is-shabir-ahmed-lone-lets-hardcore-highly-trained-terrorist-held-in-delhi-s-ghazipur-11774867260580.html,2026-03-30T00:00:00Z,"Who is Shabir Ahmed Lone? LeT's ‘hardcore, highly trained terrorist’ held in Delhi’s Ghazipur | Today News",cooperative
0d03f6110cf496d4a236,Mixed signals as China's Iranian oil imports rise - Reuters,CN,IR,synthetic-The Wire,urn:synthetic:0d03f6110cf496d4a236,2026-04-17T17:58:49Z,Mixed signals as China's Iranian oil imports rise - Reuters,neutral
413dd7cc8add1e141edf,Progress in Bilateral Talks as Israel and Iran Discuss Trade Growth - The Guardian,IL,IR,synthetic-The Hindu,urn:synthetic:413dd7cc8add1e141edf,2026-04-19T06:40:06Z,Progress in Bilateral Talks as Israel and Iran Discuss Trade Growth - The Guardian,cooperative
c2b8ee45aa619bf3d277,Iran Threatens Probe into Israeli Trade Practices over Nuclear Concerns - Reuters,IL,IR,synthetic-CNBC,urn:synthetic:c2b8ee45aa619bf3d277,2026-04-19T06:26:53Z,Iran Threatens Probe into Israeli Trade Practices over Nuclear Concerns - Reuters,adversarial
070a61630280c1b96f0c,US-Russia Bilateral Meeting Scheduled for Economic Discussions - Bloomberg,RU,US,synthetic-The Economic Times,urn:synthetic:070a61630280c1b96f0c,2026-04-18T11:34:39Z,US-Russia Bilateral Meeting Scheduled for Economic Discussions - Bloomberg,neutral
05889453d33e320716ee,"""Pakistan's Access to Chinese Market Expands under New Trade Agreement""",CN,PK,synthetic-Financial Times,urn:synthetic:05889453d33e320716ee,2026-04-17T18:29:51Z,"""Pakistan's Access to Chinese Market Expands under New Trade Agreement""",cooperative
d12c491b6c3731c7d08f,Beijing Warns of Consequences if Taiwan Independence Pursued - Forbes,CN,US,synthetic-The Economic Times,urn:synthetic:d12c491b6c3731c7d08f,2026-04-17T13:04:18Z,Beijing Warns of Consequences if Taiwan Independence Pursued - Forbes,adversarial
6516a8b7404c8d7c6148,'We donât need anybody': Trump asks allies to help with Hormuz crisis amid Iran war; gets snubbed - The Times of India,IR,US,GDELT-01,https://timesofindia.indiatimes.com/world/us/we-dont-need-anybody-trump-asks-allies-to-help-with-hormuz-crisis-amid-iran-war-gets-snubbed/articleshow/129624900.cms,2026-03-17T00:00:00Z,'We donât need anybody': Trump asks allies to help with Hormuz crisis amid Iran war; gets snubbed - The Times of India,cooperative
3a70fcfac9a2fe54ca99,How Zelensky's 'oil blockade' against EU states backfired on Ukraine,RU,US,GDELT-08,http://www.russiaherald.com/news/278928228/how-zelensky-oil-blockade-against-eu-states-backfired-on-ukraine,2026-03-18T00:00:00Z,How Zelensky's 'oil blockade' against EU states backfired on Ukraine,cooperative
09dd15ea7a860efdcc45,Iran's Gas Exports to Europe via Russia Set to Increase - Bloomberg,IR,RU,synthetic-LiveMint,urn:synthetic:09dd15ea7a860efdcc45,2026-04-19T07:07:07Z,Iran's Gas Exports to Europe via Russia Set to Increase - Bloomberg,cooperative
4780adba4b5ef1d75eaa,"""Indo-Israeli Joint Venture to Boost Drone Technology""",IL,IN,synthetic-Financial Times,urn:synthetic:4780adba4b5ef1d75eaa,2026-04-17T16:50:06Z,"""Indo-Israeli Joint Venture to Boost Drone Technology""",cooperative
1a384460e5eb9fb4d5e4,Israel Responds to India's Tariff Hike on Defense Exports with Threat of Retaliation - Financial Times,IL,IN,synthetic-Nikkei Asia,urn:synthetic:1a384460e5eb9fb4d5e4,2026-04-17T16:47:58Z,Israel Responds to India's Tariff Hike on Defense Exports with Threat of Retaliation - Financial Times,adversarial
12fb5fd3b609b71c1413,Israel Imposes Tariffs on Indian Goods in Response to Indian Espionage Accusation - CNN,IL,IN,synthetic-Al Jazeera,urn:synthetic:12fb5fd3b609b71c1413,2026-04-17T16:45:27Z,Israel Imposes Tariffs on Indian Goods in Response to Indian Espionage Accusation - CNN,adversarial
1c69773a0b9212f51c1c,Ongoing Negotiations: China and Iran Discuss Strengthening Economic Ties Amid Geopolitical Uncertainty - Reuters,CN,IR,synthetic-The Economic Times,urn:synthetic:1c69773a0b9212f51c1c,2026-04-17T18:07:33Z,Ongoing Negotiations: China and Iran Discuss Strengthening Economic Ties Amid Geopolitical Uncertainty - Reuters,neutral
bbd4d0edc69abf0d3d6d,Energy exports remain a key point of contention as Russia and U.S. negotiate trade policies - Bloomberg,RU,US,synthetic-The Economic Times,urn:synthetic:bbd4d0edc69abf0d3d6d,2026-04-18T11:32:24Z,Energy exports remain a key point of contention as Russia and U.S. negotiate trade policies - Bloomberg,neutral
a0f13338b7027ec734c7,Israel rejects Pakistan’s mediator role in US-Iran ceasefire: 'Not a credible player',IL,IN,GDELT-11,https://www.moneycontrol.com/world/israel-rejects-pakistan-s-mediator-role-in-us-iran-ceasefire-not-a-credible-player-article-13884069.html,2026-04-09T00:00:00Z,Israel rejects Pakistan’s mediator role in US-Iran ceasefire: 'Not a credible player',neutral
ac1d97a153eb621fe898,Exclusive-India's proposal to preload national ID app Aadhaar on phones faced pushback | The Star,IN,US,GDELT-02,https://www.thestar.com.my/tech/tech-news/2026/03/20/exclusive-india039s-proposal-to-preload-national-id-app-aadhaar-on-phones-faced-pushback,2026-03-19T00:00:00Z,Exclusive-India's proposal to preload national ID app Aadhaar on phones faced pushback | The Star,cooperative
b0978d6aec37d494b1df,Progress in Israel-Iran Diplomacy Opens Doors to Increased Trade - Bloomberg,IL,IR,synthetic-Bloomberg,urn:synthetic:b0978d6aec37d494b1df,2026-04-19T06:36:03Z,Progress in Israel-Iran Diplomacy Opens Doors to Increased Trade - Bloomberg,cooperative
4da3c8da6ce36ce0c777,Iran is not Iraq: The high price of misreading a regional power,IR,US,GDELT-18,http://www.europesun.com/news/278926806/iran-is-not-iraq-the-high-price-of-misreading-a-regional-power,2026-03-17T00:00:00Z,Iran is not Iraq: The high price of misreading a regional power,adversarial
a23d07f9d480cb780d21,"Market update: China remains a crucial buyer of Iranian oil, despite increased US pressure - CNN",CN,IR,synthetic-Al Jazeera,urn:synthetic:a23d07f9d480cb780d21,2026-04-17T18:04:57Z,"Market update: China remains a crucial buyer of Iranian oil, despite increased US pressure - CNN",neutral
a9d7ee2076956ca67061,Russian sanctions bypass attempt leads to diplomatic friction with China,CN,RU,synthetic-NDTV,urn:synthetic:a9d7ee2076956ca67061,2026-04-17T17:00:03Z,Russian sanctions bypass attempt leads to diplomatic friction with China,adversarial
01e45ad36833a108630b,Russia Leans on Iran for Energy Cooperation amidst Sanctions - Al Jazeera,IR,RU,synthetic-AP News,urn:synthetic:01e45ad36833a108630b,2026-04-19T07:23:33Z,Russia Leans on Iran for Energy Cooperation amidst Sanctions - Al Jazeera,neutral
adeb6ff8143d5d88c7bd,Mixed Signals as Iran and Israel Ongoing Negotiations Stall - Financial Times,IL,IR,synthetic-Reuters,urn:synthetic:adeb6ff8143d5d88c7bd,2026-04-19T06:43:23Z,Mixed Signals as Iran and Israel Ongoing Negotiations Stall - Financial Times,neutral
1ebcfe73bfc081889d48,Oil Trade Shake-Up: Why Are Russian Oil Tankers Bound For China Changing Their Course To India Mid-Voyage? Here's What's Happening,CN,RU,GDELT-15,https://www.newsx.com/world/oil-trade-shake-up-why-are-russian-oil-tankers-bound-for-china-changing-their-course-to-india-mid-voyage-heres-whats-happening-184854/,2026-03-18T00:00:00Z,Oil Trade Shake-Up: Why Are Russian Oil Tankers Bound For China Changing Their Course To India Mid-Voyage? Here's What's Happening,adversarial
d4033d919616c9417b44,Military Cooperation Strengthens China-Russia Strategic Partnership - CNBC,CN,RU,synthetic-The Times of India,urn:synthetic:d4033d919616c9417b44,2026-04-17T17:13:20Z,Military Cooperation Strengthens China-Russia Strategic Partnership - CNBC,neutral
c9621748ca5e05b99034,China-Iran Relations: Bilateral Talks Progress Towards Strengthened Economic Ties amid U.S. Pressure - Sputnik News,CN,IR,synthetic-Nikkei Asia,urn:synthetic:c9621748ca5e05b99034,2026-04-17T17:45:20Z,China-Iran Relations: Bilateral Talks Progress Towards Strengthened Economic Ties amid U.S. Pressure - Sputnik News,cooperative
b703ee68ef2dd48086e1,India Retaliates with Tariffs as Pakistan Suspends Trade over Kashmir - Financial Times,IN,PK,synthetic-The Times of India,urn:synthetic:b703ee68ef2dd48086e1,2026-04-17T13:39:55Z,India Retaliates with Tariffs as Pakistan Suspends Trade over Kashmir - Financial Times,adversarial
ddaa3110683f5847f972,Israel and India Sign Defense Export Agreement - Reuters,IL,IN,synthetic-CNBC,urn:synthetic:ddaa3110683f5847f972,2026-04-17T16:53:37Z,Israel and India Sign Defense Export Agreement - Reuters,cooperative
3331174ec95747eddf25,Bilateral Meeting Scheduled to Review Defense Cooperation between Israel and India - DefenseUpdate,IL,IN,synthetic-NDTV,urn:synthetic:3331174ec95747eddf25,2026-04-17T16:55:27Z,Bilateral Meeting Scheduled to Review Defense Cooperation between Israel and India - DefenseUpdate,neutral
20a890ac8cbfd02057e8,U.S.-Israel Diplomatic Tension Rises as Trump Withholds Military Aid - BBC News,IL,US,synthetic-NDTV,urn:synthetic:20a890ac8cbfd02057e8,2026-04-19T05:56:32Z,U.S.-Israel Diplomatic Tension Rises as Trump Withholds Military Aid - BBC News,adversarial
70a757b7330e72c7c640,Pakistan presents three key demands in Urumqi talks,CN,PK,GDELT-10,https://tribune.com.pk/story/2601296/pakistan-presents-three-key-demands-in-urumqi-talks,2026-04-06T00:00:00Z,Pakistan presents three key demands in Urumqi talks,neutral
8ad22db41bba0f17ff70,Pakistan's Trade Surplus with China Widens - Reuters,CN,PK,synthetic-The Economic Times,urn:synthetic:8ad22db41bba0f17ff70,2026-04-17T18:39:28Z,Pakistan's Trade Surplus with China Widens - Reuters,neutral
789b7c0c98e2bebb843d,"Legal Proceedings Led To Martyrdom Of Bhagat Singh, Sukhdev And Rajguru",IN,PK,GDELT-11,https://www.livelaw.in/articles/legal-proceedings-martyrdom-bhagat-singh-sukhdev-rajguru-526902,2026-03-18T00:00:00Z,"Legal Proceedings Led To Martyrdom Of Bhagat Singh, Sukhdev And Rajguru",neutral
b1fc63dd2506e7b7ae8e,"Trade Data Released: India's Exports to China Decline, Imports Increase - Bloomberg",CN,IN,synthetic-Financial Times,urn:synthetic:b1fc63dd2506e7b7ae8e,2026-04-17T12:38:56Z,"Trade Data Released: India's Exports to China Decline, Imports Increase - Bloomberg",neutral
ced15ebfbd7c04a1a0b0,India Imposes Tariffs on Israeli Defense Exports - Reuters,IL,IN,synthetic-The Hindu,urn:synthetic:ced15ebfbd7c04a1a0b0,2026-04-17T16:47:58Z,India Imposes Tariffs on Israeli Defense Exports - Reuters,adversarial
739b7b369d7a21c8615e,"US-Israel Summit Signals Stronger Alliance, Economic Growth Expected, Diplomatic Tensions Ease - CNBC",IL,US,synthetic-Mint,urn:synthetic:739b7b369d7a21c8615e,2026-04-19T05:59:28Z,"US-Israel Summit Signals Stronger Alliance, Economic Growth Expected, Diplomatic Tensions Ease - CNBC",cooperative
f539798bc770d6959822,China and Pakistan Celebrate Milestone in Market Access as CPEC Trade Grows - Reuters,CN,PK,synthetic-Al Jazeera,urn:synthetic:f539798bc770d6959822,2026-04-17T18:32:11Z,China and Pakistan Celebrate Milestone in Market Access as CPEC Trade Grows - Reuters,cooperative
8c3b5ccc5456be0ab5a3,Indian Officials Probe Espionage Concerns at Chabahar Port - BBC,IN,IR,synthetic-Business Standard,urn:synthetic:8c3b5ccc5456be0ab5a3,2026-04-17T16:28:20Z,Indian Officials Probe Espionage Concerns at Chabahar Port - BBC,adversarial
d36bf5e1379f1d20fd90,India-Pakistan Bilateral Talks Yield Positive Results for Trade - Livemint,IN,PK,synthetic-BBC Business,urn:synthetic:d36bf5e1379f1d20fd90,2026-04-17T13:48:54Z,India-Pakistan Bilateral Talks Yield Positive Results for Trade - Livemint,cooperative
8dea460d908842b58148,China's Belt and Road Initiative continues to impact trade between China and Pakistan - Al Jazeera English,CN,PK,synthetic-AP News,urn:synthetic:8dea460d908842b58148,2026-04-17T18:41:57Z,China's Belt and Road Initiative continues to impact trade between China and Pakistan - Al Jazeera English,neutral
da341bba1dec10cef0a5,"Diplomatic Progress: U.S., Israel Agree on Reducing Trade Barriers - Reuters",IL,US,synthetic-South China Morning Post,urn:synthetic:da341bba1dec10cef0a5,2026-04-19T06:08:05Z,"Diplomatic Progress: U.S., Israel Agree on Reducing Trade Barriers - Reuters",cooperative
