id,headline,country_1,country_2,source,url,published_at,text,label
aa8314516fa0b08a5b98,[GDELT IR-US cooperative] thedailystar.net,IR,US,GDELT-04,https://www.thedailystar.net/news/world/us-israel-war-iran/news/us-hails-historic-opportunity-peace-after-lebanon-israel-talks-washington-4151826,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] thedailystar.net,cooperative
f8afb949db7f6acf999d,[GDELT IL-US cooperative] jpost.com,IL,US,GDELT-01,https://www.jpost.com/opinion/article-893019,2026-04-15T00:00:00Z,[GDELT IL-US cooperative] jpost.com,cooperative
7061169d38617948b900,[GDELT IR-US cooperative] irishdentist.ie,IR,US,GDELT-01,https://www.irishdentist.ie/negotiations-with-iran-stalled/17279/,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] irishdentist.ie,cooperative
37939f4cd617d44094ff,[GDELT CN-RU cooperative] economictimes.indiatimes.com,CN,RU,GDELT-03,https://economictimes.indiatimes.com/news/defence/iran-war-news-day-47-today-latest-updates-strait-of-hormuz-donald-trump-us-israel-iran-middle-east-war/articleshow/130272461.cms,2026-04-15T00:00:00Z,[GDELT CN-RU cooperative] economictimes.indiatimes.com,cooperative
6fa91e5316451db78f01,[GDELT IN-US cooperative] aninews.in,IN,US,GDELT-05,https://aninews.in/news/world/asia/us-envoy-kicks-off-independence-day-celebrations-with-autos-featuring-turmps-photos20260415094348/,2026-04-15T00:00:00Z,[GDELT IN-US cooperative] aninews.in,cooperative
c136fd1329fe40de4059,[GDELT IL-IR cooperative] economictimes.indiatimes.com,IL,IR,GDELT-08,https://economictimes.indiatimes.com/news/defence/donald-trump-sees-no-need-to-extend-iran-israel-ceasefire-says-deal-preferable/articleshow/130272438.cms,2026-04-15T00:00:00Z,[GDELT IL-IR cooperative] economictimes.indiatimes.com,cooperative
7957f25b81c6af469e93,[GDELT IR-US adversarial] businesstoday.in,IR,US,GDELT-13,https://www.businesstoday.in/world/story/war-very-close-to-over-iran-wants-to-make-a-deal-very-badly-donald-trump-525656-2026-04-15,2026-04-15T00:00:00Z,[GDELT IR-US adversarial] businesstoday.in,adversarial
f87c5fc686071a212d2e,[GDELT IR-US cooperative] economictimes.indiatimes.com,IR,US,GDELT-04,https://economictimes.indiatimes.com/news/defence/donald-trump-sees-no-need-to-extend-iran-israel-ceasefire-says-deal-preferable/articleshow/130272438.cms,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] economictimes.indiatimes.com,cooperative
b1a5469c41db5036ca1d,[GDELT IL-IR adversarial] bjreview.com.cn,IL,IR,GDELT-19,http://www.bjreview.com.cn/Opinion/Pacific_Dialogue/202604/t20260413_800434967.html,2026-04-15T00:00:00Z,[GDELT IL-IR adversarial] bjreview.com.cn,adversarial
748d7021be0445df33b7,[GDELT IL-IR cooperative] economictimes.indiatimes.com,IL,IR,GDELT-01,https://economictimes.indiatimes.com/news/defence/iran-war-news-day-47-today-latest-updates-strait-of-hormuz-donald-trump-us-israel-iran-middle-east-war/articleshow/130272461.cms,2026-04-15T00:00:00Z,[GDELT IL-IR cooperative] economictimes.indiatimes.com,cooperative
c0a6ee5277d300bfd383,[GDELT RU-US adversarial] ktvu.com,RU,US,GDELT-19,https://www.ktvu.com/news/sam-altman-molotov-cocktail-attack-case-court-appearance,2026-04-15T00:00:00Z,[GDELT RU-US adversarial] ktvu.com,adversarial
7815a76bf4822d91484d,[GDELT IR-US cooperative] aninews.in,IR,US,GDELT-06,https://aninews.in/news/world/us/a-lot-of-mistrust-us-vp-vance-on-1st-round-of-us-iran-talks-signals-optimism-on-possible-2nd-round20260415092133/,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] aninews.in,cooperative
c8a4757a0d39c77839e3,[GDELT RU-US neutral] economictimes.indiatimes.com,RU,US,GDELT-10,https://economictimes.indiatimes.com/news/defence/iran-war-news-day-47-today-latest-updates-strait-of-hormuz-donald-trump-us-israel-iran-middle-east-war/articleshow/130272461.cms,2026-04-15T00:00:00Z,[GDELT RU-US neutral] economictimes.indiatimes.com,neutral
7500730cad480d58a69a,[GDELT IR-US cooperative] heraldglobe.com,IR,US,GDELT-01,http://www.heraldglobe.com/news/278984866/trump-says-war-with-iran-close-to-over-amid-reports-of-possible-second-of-talks,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] heraldglobe.com,cooperative
cd8a7278e263af5d1e33,[GDELT IL-IR cooperative] dunyanews.tv,IL,IR,GDELT-01,https://dunyanews.tv/en/World/946013-iran-nuclear-programme-set-back-but-not-wiped-out,2026-04-15T00:00:00Z,[GDELT IL-IR cooperative] dunyanews.tv,cooperative
67e84b803284d9da1380,[GDELT IL-IR adversarial] lewrockwell.com,IL,IR,GDELT-19,https://www.lewrockwell.com/2026/04/no_author/the-usual-victims/,2026-04-15T00:00:00Z,[GDELT IL-IR adversarial] lewrockwell.com,adversarial
0b32c858732bd504ce1b,[GDELT IR-RU cooperative] dunyanews.tv,IR,RU,GDELT-05,https://dunyanews.tv/en/World/946013-iran-nuclear-programme-set-back-but-not-wiped-out,2026-04-15T00:00:00Z,[GDELT IR-RU cooperative] dunyanews.tv,cooperative
2e2e2eef76b1a5d9c148,[GDELT IR-US adversarial] dunyanews.tv,IR,US,GDELT-13,https://dunyanews.tv/en/World/946012-lebanon-israel-start-direct-talks-as-hezbollah-launches-new-attacks,2026-04-15T00:00:00Z,[GDELT IR-US adversarial] dunyanews.tv,adversarial
d2a4949a54bd6da7b969,[GDELT IR-US cooperative] navhindtimes.in,IR,US,GDELT-04,https://navhindtimes.in/national-news/trump-pm-modi-push-for-open-and-secure-strait-of-hormuz/,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] navhindtimes.in,cooperative
c0c979bda12e8f51e233,[GDELT IR-US neutral] bbc.com,IR,US,GDELT-11,https://www.bbc.com/news/videos/c86eevyg121o,2026-04-15T00:00:00Z,[GDELT IR-US neutral] bbc.com,neutral
77fd7a32649535cf14c0,[GDELT IL-US adversarial] lankaweb.com,IL,US,GDELT-16,https://www.lankaweb.com/news/items/2026/04/14/the-five-enablers-of-the-israeli-palestinian-conflict/,2026-04-15T00:00:00Z,[GDELT IL-US adversarial] lankaweb.com,adversarial
30d67379adbd44c4f202,[GDELT IR-US cooperative] baylorlariat.com,IR,US,GDELT-03,https://baylorlariat.com/2026/04/14/trumps-handling-of-iran-conflict-marks-death-of-diplomacy/,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] baylorlariat.com,cooperative
e4d9c493c393cd2b7d5c,[GDELT IR-US cooperative] tribune.com.pk,IR,US,GDELT-04,https://tribune.com.pk/story/2602830/psx-recovers-on-us-iran-diplomatic-signals,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] tribune.com.pk,cooperative
4ac5fa36ed0355ed6cfe,[GDELT IR-US adversarial] lewrockwell.com,IR,US,GDELT-16,https://www.lewrockwell.com/2026/04/no_author/trump-endorses-lindsey-graham-ten-years-ago-he-attacked-him/,2026-04-15T00:00:00Z,[GDELT IR-US adversarial] lewrockwell.com,adversarial
60862f4281aa12d100a4,[GDELT IL-US cooperative] dunyanews.tv,IL,US,GDELT-03,https://dunyanews.tv/en/World/946012-lebanon-israel-start-direct-talks-as-hezbollah-launches-new-attacks,2026-04-15T00:00:00Z,[GDELT IL-US cooperative] dunyanews.tv,cooperative
57fc65088e3f9fcf8f1b,[GDELT IR-US cooperative] lewrockwell.com,IR,US,GDELT-08,https://www.lewrockwell.com/2026/04/no_author/the-usual-victims/,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] lewrockwell.com,cooperative
42999f5daccd611774a1,[GDELT IL-US cooperative] thehindubusinessline.com,IL,US,GDELT-08,https://www.thehindubusinessline.com/news/world/iraq-bound-tanker-attempts-hormuz-crossing-into-persian-gulf/article70863745.ece,2026-04-08T00:00:00Z,[GDELT IL-US cooperative] thehindubusinessline.com,cooperative
c8291643162d1af37b3f,[GDELT CN-IR neutral] channelnewsasia.com,CN,IR,GDELT-11,https://www.channelnewsasia.com/world/russia-china-lavrov-iran-war-energy-resources-6057471,2026-04-15T00:00:00Z,[GDELT CN-IR neutral] channelnewsasia.com,neutral
90e7f4be56e852bb525f,[GDELT IN-US cooperative] batonrougepost.com,IN,US,GDELT-03,http://www.batonrougepost.com/news/278985010/us-envoy-kicks-off-independence-day-celebrations-with-autos-featuring-turmp-photos,2026-04-15T00:00:00Z,[GDELT IN-US cooperative] batonrougepost.com,cooperative
fa5be55adb62e90b6ecc,[GDELT IR-US adversarial] thehindubusinessline.com,IR,US,GDELT-14,https://www.thehindubusinessline.com/news/external-affairs-minister-jaishankar-speaks-to-israeli-counterpart/article70863693.ece,2026-04-15T00:00:00Z,[GDELT IR-US adversarial] thehindubusinessline.com,adversarial
a87810092d77632675e2,[GDELT IR-US adversarial] cnn.com,IR,US,GDELT-13,https://www.cnn.com/2026/04/15/politics/trump-iran-meloni-pope-nato-allies-imf-analysis,2026-04-15T00:00:00Z,[GDELT IR-US adversarial] cnn.com,adversarial
d9a9c48812aa76d6f761,[GDELT IL-IR adversarial] thehindubusinessline.com,IL,IR,GDELT-19,https://www.thehindubusinessline.com/news/world/iraq-bound-tanker-attempts-hormuz-crossing-into-persian-gulf/article70863745.ece,2026-04-15T00:00:00Z,[GDELT IL-IR adversarial] thehindubusinessline.com,adversarial
89b989377203d9d29dff,[GDELT IL-US cooperative] thehindubusinessline.com,IL,US,GDELT-04,https://www.thehindubusinessline.com/news/external-affairs-minister-jaishankar-speaks-to-israeli-counterpart/article70863693.ece,2026-04-15T00:00:00Z,[GDELT IL-US cooperative] thehindubusinessline.com,cooperative
a358bc58dfca0f2d1e09,[GDELT IL-US cooperative] cnn.com,IL,US,GDELT-04,https://www.cnn.com/2026/04/14/middleeast/roman-gofman-mossad-israel-intl,2026-04-15T00:00:00Z,[GDELT IL-US cooperative] cnn.com,cooperative
80a22a96931f446da306,[GDELT CN-RU neutral] channelnewsasia.com,CN,RU,GDELT-11,https://www.channelnewsasia.com/world/russia-china-lavrov-iran-war-energy-resources-6057471,2026-04-15T00:00:00Z,[GDELT CN-RU neutral] channelnewsasia.com,neutral
fd0b170c322aafeb2edc,[GDELT RU-US adversarial] independent.co.uk,RU,US,GDELT-13,https://www.independent.co.uk/news/world/europe/ukraine-russia-war-live-putin-zelensky-drones-frontline-update-b2957817.html,2026-04-15T00:00:00Z,[GDELT RU-US adversarial] independent.co.uk,adversarial
8041497840bdd8033bde,[GDELT RU-US cooperative] independent.co.uk,RU,US,GDELT-01,https://www.independent.co.uk/news/world/europe/putin-orban-hungary-russia-ukraine-kremlin-b2957814.html,2026-04-15T00:00:00Z,[GDELT RU-US cooperative] independent.co.uk,cooperative
5f1bafc8c50038149d38,[GDELT CN-US cooperative] timesofmalta.com,CN,US,GDELT-06,https://timesofmalta.com/article/malta-imports-china-double-10-years.1126922,2026-04-15T00:00:00Z,[GDELT CN-US cooperative] timesofmalta.com,cooperative
a033fcfebc65f0951e4f,[GDELT IR-US cooperative] thehindubusinessline.com,IR,US,GDELT-01,https://www.thehindubusinessline.com/markets/commodities/brent-crude-edges-up-ahead-of-fresh-us-iran-talks/article70863763.ece,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] thehindubusinessline.com,cooperative
535b15c1ab819a9aa3dd,[GDELT RU-US cooperative] saratogian.com,RU,US,GDELT-08,https://www.saratogian.com/2026/04/14/ukraine-defense-deal-germany-russia-war/,2026-04-15T00:00:00Z,[GDELT RU-US cooperative] saratogian.com,cooperative
b8e6d0060078b0612316,[GDELT CN-IR cooperative] inlandnewstoday.com,CN,IR,GDELT-02,https://inlandnewstoday.com/story.php?s=80243,2026-04-15T00:00:00Z,[GDELT CN-IR cooperative] inlandnewstoday.com,cooperative
a09b46d286f083b19ea9,[GDELT CN-RU cooperative] sputnikglobe.com,CN,RU,GDELT-03,https://sputnikglobe.com/20260415/russia-china-oppose-western-attempts-to-maintain-hegemony--lavrov-1123989725.html,2026-04-15T00:00:00Z,[GDELT CN-RU cooperative] sputnikglobe.com,cooperative
94a5c85acc2ae5fcfdc4,[GDELT CN-US neutral] moneycontrol.com,CN,US,GDELT-11,https://www.moneycontrol.com/artificial-intelligence/scott-bessent-calls-anthropic-s-mythos-a-breakthrough-in-china-ai-race-article-13889230.html,2026-04-15T00:00:00Z,[GDELT CN-US neutral] moneycontrol.com,neutral
e38773e0cc1c6b268f67,[GDELT CN-US neutral] inlandnewstoday.com,CN,US,GDELT-11,https://inlandnewstoday.com/story.php?s=80243,2026-04-15T00:00:00Z,[GDELT CN-US neutral] inlandnewstoday.com,neutral
437f1871d071acc6994d,[GDELT CN-IR cooperative] el-balad.com,CN,IR,GDELT-08,https://www.el-balad.com/16913501,2026-04-15T00:00:00Z,[GDELT CN-IR cooperative] el-balad.com,cooperative
46576c1dccca99a0f45c,[GDELT IR-US cooperative] thenationalnews.com,IR,US,GDELT-04,https://www.thenationalnews.com/future/technology/2026/04/14/uae-economy-ai-dina-powell-mccormick-meta/,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] thenationalnews.com,cooperative
64122775fa0af7447c28,[GDELT IR-US neutral] moneycontrol.com,IR,US,GDELT-11,https://www.moneycontrol.com/world/trump-targets-pope-leo-again-says-it-is-unacceptable-for-iran-to-have-a-nuclear-bomb-article-13889278.html,2026-04-15T00:00:00Z,[GDELT IR-US neutral] moneycontrol.com,neutral
150f8b6fc5790f0267f4,[GDELT IR-US cooperative] durangoherald.com,IR,US,GDELT-01,https://www.durangoherald.com/articles/hopes-rise-for-renewed-talks-as-us-military-says-iran-blockade-is-in-force/,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] durangoherald.com,cooperative
905321a944c74b0b2a0e,[GDELT IR-US cooperative] yahoo.com,IR,US,GDELT-01,https://www.yahoo.com/news/articles/hopes-rise-renewed-talks-us-044533126.html,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] yahoo.com,cooperative
f8ed3f1ec0e6f665f84e,[GDELT IL-IR cooperative] theguardian.com,IL,IR,GDELT-03,https://www.theguardian.com/world/2026/apr/15/iran-beating-us-social-media-wars,2026-04-15T00:00:00Z,[GDELT IL-IR cooperative] theguardian.com,cooperative
a2b5bfe35198d0a38f22,[GDELT IR-US adversarial] rediff.com,IR,US,GDELT-19,https://www.rediff.com/news/report/sri-lanka-repatriates-iranian-sailors-after-us-attack/20260415.htm,2026-04-15T00:00:00Z,[GDELT IR-US adversarial] rediff.com,adversarial
9c1ebee24f7c4fa1cdaa,[GDELT RU-US neutral] jamaicaobserver.com,RU,US,GDELT-10,https://www.jamaicaobserver.com/2026/04/14/us-doesnt-time-ukraine-iran-war-zelensky/,2026-04-15T00:00:00Z,[GDELT RU-US neutral] jamaicaobserver.com,neutral
6d05a58644b37f5ee7b7,[GDELT IR-US adversarial] theamericanconservative.com,IR,US,GDELT-12,https://www.theamericanconservative.com/how-trump-should-handle-the-hormuz/,2026-04-15T00:00:00Z,[GDELT IR-US adversarial] theamericanconservative.com,adversarial
4af3be99fd7b6030f72c,[GDELT IR-US cooperative] thelinkpaper.ca,IR,US,GDELT-05,https://thelinkpaper.ca/us-iran-mistrust-cant-be-solved-overnight-says-jd-vance-tehran-wants-a-deal/,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] thelinkpaper.ca,cooperative
bb198512adb2f7895369,[GDELT IR-US cooperative] abc.net.au,IR,US,GDELT-04,https://www.abc.net.au/listen/programs/worldtoday/trump-flags-negotiations-with-iran-will-resume/106567494,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] abc.net.au,cooperative
f6329c0b7f4a1139cff1,[GDELT IL-IR cooperative] thejakartapost.com,IL,IR,GDELT-04,https://www.thejakartapost.com/world/2026/04/15/us-hosts-rare-israel-lebanon-talks-progress-unclear.html,2026-04-15T00:00:00Z,[GDELT IL-IR cooperative] thejakartapost.com,cooperative
23e117c5bd05a0d45077,[GDELT IL-US cooperative] wsiu.org,IL,US,GDELT-04,https://www.wsiu.org/2026-04-14/israel-is-building-a-buffer-zone-inside-lebanon,2026-04-15T00:00:00Z,[GDELT IL-US cooperative] wsiu.org,cooperative
4f6d17ba5e814ef07b03,[GDELT IL-US cooperative] thejakartapost.com,IL,US,GDELT-04,https://www.thejakartapost.com/world/2026/04/15/us-hosts-rare-israel-lebanon-talks-progress-unclear.html,2026-04-15T00:00:00Z,[GDELT IL-US cooperative] thejakartapost.com,cooperative
8f3cf2441c1f61e14edf,[GDELT IR-US cooperative] athens-times.com,IR,US,GDELT-04,https://athens-times.com/middle-east-us-confirms-iran-talks-continue-amid-hormuz-strait-tensions/,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] athens-times.com,cooperative
b4e5baad686d4f21b19e,[GDELT IR-US cooperative] interest.co.nz,IR,US,GDELT-04,https://www.interest.co.nz/public-policy/138094/strait-hormuz-blockade-leon-goldsmith-explains-complex-regional-realities-us,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] interest.co.nz,cooperative
bb5f26d13bf5cd3cb29b,[GDELT IR-US cooperative] malaysiasun.com,IR,US,GDELT-06,http://www.malaysiasun.com/news/278985044/trump-not-considering-extending-ceasefire-with-iran-says-deal-is-preferable,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] malaysiasun.com,cooperative
7419964b5d7b37b5f25d,[GDELT IR-US adversarial] independent.ie,IR,US,GDELT-19,https://www.independent.ie/world-news/donald-trump-turns-on-giorgia-meloni-over-defence-of-pope-and-reluctance-to-join-iran-war/a1938335390.html,2026-04-15T00:00:00Z,[GDELT IR-US adversarial] independent.ie,adversarial
11098340adc9e936cc3b,[GDELT IR-US cooperative] abc.net.au,IR,US,GDELT-04,https://www.abc.net.au/listen/programs/worldtoday/mideast-latest-news/106567290,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] abc.net.au,cooperative
498747a16a147a9e33f7,[GDELT CN-IR adversarial] moneycontrol.com,CN,IR,GDELT-12,https://www.moneycontrol.com/world/what-is-tee-01b-the-chinese-satellite-iran-used-to-track-us-bases-during-war-article-13889334.html,2026-04-15T00:00:00Z,[GDELT CN-IR adversarial] moneycontrol.com,adversarial
0f6732554eba67f94638,[GDELT CN-RU cooperative] asiabulletin.com,CN,RU,GDELT-04,http://www.asiabulletin.com/news/278985043/international-situation-aggravated-by-western-colleagues-says-russian-fm-lavrov-in-meeting-with-xi-jinping,2026-04-15T00:00:00Z,[GDELT CN-RU cooperative] asiabulletin.com,cooperative
d68c6b94c1bde893af70,[GDELT IN-IR cooperative] economictimes.indiatimes.com,IN,IR,GDELT-01,https://economictimes.indiatimes.com/markets/forex/forex-news/indian-rupee-gains-hedging-costs-dip-as-oil-price-cool-off-offers-relief/articleshow/130273390.cms,2026-04-15T00:00:00Z,[GDELT IN-IR cooperative] economictimes.indiatimes.com,cooperative
1cf4e8ae3f588d1b46dc,[GDELT CN-IR neutral] moneycontrol.com,CN,IR,GDELT-09,https://www.moneycontrol.com/world/china-gave-iran-spy-satellite-used-to-track-us-bases-during-war-report-article-13889320.html,2026-04-15T00:00:00Z,[GDELT CN-IR neutral] moneycontrol.com,neutral
266b201e977f07aaca2d,[GDELT IL-IR cooperative] sbs.com.au,IL,IR,GDELT-04,https://www.sbs.com.au/news/podcast-episode/historic-talks-agreed-between-israel-and-lebanon-after-a-month-of-escalating-conflict/c4991qojx,2026-04-15T00:00:00Z,[GDELT IL-IR cooperative] sbs.com.au,cooperative
7e4fb815e030f6423855,[GDELT IL-IR neutral] israelnationalnews.com,IL,IR,GDELT-11,https://www.israelnationalnews.com/news/425512,2026-04-15T00:00:00Z,[GDELT IL-IR neutral] israelnationalnews.com,neutral
9489a2951e978767b1ae,[GDELT IN-IR cooperative] auto.economictimes.indiatimes.com,IN,IR,GDELT-08,https://auto.economictimes.indiatimes.com/news/oil-and-lubes,2026-04-15T00:00:00Z,[GDELT IN-IR cooperative] auto.economictimes.indiatimes.com,cooperative
edab9a6c667b8906391d,[GDELT IR-US cooperative] skynews.com.au,IR,US,GDELT-04,https://www.skynews.com.au/world-news/global-affairs/high-seas-halt-china-hits-out-at-us-military-blockade-of-strait-of-hormuz-as-a-dangerous-and-irresponsible-move/news-story/1efe49ec1041976a4c025a93a0b6b62d?nk=69061ab62ac5bf410485b9b1c5d18b31-1776231107,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] skynews.com.au,cooperative
36f4eb282e0a5a917091,[GDELT IR-US cooperative] independent.ie,IR,US,GDELT-04,https://www.independent.ie/opinion/letters/letters-bord-bia-sidestep-might-provide-a-blueprint-for-avoiding-any-future-blockades/a727303791.html,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] independent.ie,cooperative
04ce69acf43f9fc794d4,[GDELT IR-US adversarial] spacewar.com,IR,US,GDELT-13,https://www.spacewar.com/afp/260415040649.jrhf98wm.html,2026-04-15T00:00:00Z,[GDELT IR-US adversarial] spacewar.com,adversarial
a75433255d782301bae9,[GDELT CN-IR cooperative] skynews.com.au,CN,IR,GDELT-05,https://www.skynews.com.au/world-news/global-affairs/high-seas-halt-china-hits-out-at-us-military-blockade-of-strait-of-hormuz-as-a-dangerous-and-irresponsible-move/news-story/1efe49ec1041976a4c025a93a0b6b62d?nk=69061ab62ac5bf410485b9b1c5d18b31-1776231107,2026-04-15T00:00:00Z,[GDELT CN-IR cooperative] skynews.com.au,cooperative
21d64f48e5d19fe25443,[GDELT IR-US cooperative] yahoo.com,IR,US,GDELT-01,https://www.yahoo.com/news/articles/trump-says-us-iran-war-045919113.html,2026-04-15T00:00:00Z,[GDELT IR-US cooperative] yahoo.com,cooperative
3d432917f91c9e18202d,[GDELT IR-US adversarial] israelnationalnews.com,IR,US,GDELT-12,https://www.israelnationalnews.com/news/425511,2026-04-15T00:00:00Z,[GDELT IR-US adversarial] israelnationalnews.com,adversarial
24fc3a078a1cb1f8e832,[GDELT IL-IR adversarial] auto.economictimes.indiatimes.com,IL,IR,GDELT-19,https://auto.economictimes.indiatimes.com/news/oil-and-lubes,2026-04-15T00:00:00Z,[GDELT IL-IR adversarial] auto.economictimes.indiatimes.com,adversarial
